MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
3.68E+08,2022-12-07T01:30:32,39.83525,-90.5676,0.1,351.8,329,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T01:31:13,39.84764,-75.3346,6.6,243.7,243,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:04:55,39.8467,-75.262,0,263,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T02:04:26,39.84212,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T02:03:34,39.84673,-75.262,0,266.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:04:38,39.84687,-75.2613,0,325.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:05:52,39.83621,-90.5685,0,213.5,331,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:06:04,39.84672,-75.262,0,267.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:06:56,39.84688,-75.2613,0,159.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:07:02,39.8363,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:04:43,39.83619,-90.5685,0,68.4,331,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T01:38:03,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:03:33,39.83629,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:05:53,39.8363,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:08:02,39.83617,-90.5686,0.2,247.4,334,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:08:06,39.84688,-75.2613,0,298.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:03:53,39.84638,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T02:06:53,39.83619,-90.5685,0.1,246.7,331,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.39E+08,2022-12-07T02:08:08,39.84963,-75.2582,5,263.5,263,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:10:04,39.84672,-75.262,0,262.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:09:16,39.84687,-75.2613,0,239.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:05:48,39.84687,-75.2613,0,276.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.39E+08,2022-12-07T02:06:59,39.84983,-75.2562,4.8,263,259,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T01:32:23,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:07:25,39.84676,-75.262,0,260,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:10:22,39.83615,-90.5687,0.1,247.2,337,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
6.36E+08,2022-12-07T02:08:03,39.83568,-73.5954,0.3,195,144,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.68E+08,2022-12-07T02:09:22,39.8363,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:33:46,39.84675,-75.262,0,296.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:11:36,39.84688,-75.2613,0,347.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:08:13,39.83631,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:08:54,39.84676,-75.2619,0,255.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:11:14,39.84672,-75.2619,0,270.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:09:51,39.84638,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.39E+08,2022-12-07T02:09:19,39.84956,-75.2604,5.1,268.2,263,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T01:35:13,39.83549,-90.5679,0.3,304.7,331,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:09:13,39.83617,-90.5687,0.2,251.2,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:11:42,39.83631,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.39E+08,2022-12-07T02:10:29,39.84943,-75.2626,5.1,264,261,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.39E+08,2022-12-07T02:12:48,39.8492,-75.2669,5.1,267.4,264,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.38E+08,2022-12-07T02:10:26,39.84212,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T02:12:54,39.8363,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:12:52,39.8464,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T02:10:28,39.84687,-75.2613,0,211.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T02:10:32,39.83631,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:11:23,39.83613,-90.5688,0.1,246.5,338,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.39E+08,2022-12-07T02:13:50,39.84911,-75.2688,5.1,266.3,265,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:14:44,39.84673,-75.262,0,247.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:13:58,39.84687,-75.2613,0,209.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
6.36E+08,2022-12-07T02:11:03,39.83552,-73.5956,0.2,242,141,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.39E+08,2022-12-07T02:11:39,39.84929,-75.2647,5.1,267.3,265,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.39E+08,2022-12-07T02:15:00,39.84905,-75.271,5.1,270.9,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T01:43:04,39.84676,-75.262,0,272.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:14:44,39.83611,-90.5689,0.1,252.5,340,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.38E+08,2022-12-07T01:37:26,39.84214,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T01:38:24,39.84678,-75.262,0,279,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T01:43:13,39.8356,-90.568,0.5,33.4,329,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:15:13,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:37:48,39.84272,-75.3482,6.2,237.8,234,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:13:34,39.84674,-75.262,0,265.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:15:51,39.84637,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T02:13:43,39.83611,-90.5688,0.1,251.9,339,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.39E+08,2022-12-07T02:16:09,39.84913,-75.2733,5.2,272.6,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.39E+08,2022-12-07T02:17:19,39.84921,-75.2755,5.2,269.5,268,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.38E+08,2022-12-07T02:13:28,39.84211,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
6.36E+08,2022-12-07T02:14:03,39.83547,-73.5958,0.2,247,133,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T01:44:15,39.84677,-75.262,0,286,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:14:02,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:17:32,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:17:14,39.84673,-75.262,0,258.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T01:45:33,39.83577,-90.5682,0.5,313.2,330,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:16:05,39.84674,-75.2619,0,258.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:15:53,39.8361,-90.5689,0.1,249.7,341,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:18:18,39.83568,-75.3617,8.8,49.7,50,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:18:24,39.84672,-75.2619,0,251.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T02:16:24,39.84212,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T02:16:22,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:17:02,39.83609,-90.569,0.1,270.2,340,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
6.36E+08,2022-12-07T02:17:03,39.83542,-73.5959,0.2,149,122,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T01:39:21,39.83821,-75.3557,5.8,230.6,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.68E+08,2022-12-07T02:19:22,39.83607,-90.569,0.1,258.1,342,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:17:12,39.84417,-73.9649,11.1,5.1,5,NICOLE LEIGH REINAUE,IMO9207625,WCZ5696,31,0,37,12,5.8,57,A,1
3.68E+08,2022-12-07T02:20:33,39.83607,-90.569,0.1,260,342,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:18:22,39.84773,-73.9645,11.1,4.8,5,NICOLE LEIGH REINAUE,IMO9207625,WCZ5696,31,0,37,12,5.8,57,A,1
3.68E+08,2022-12-07T01:47:13,39.83631,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:18:13,39.8361,-90.569,0.1,258.5,342,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:21:57,39.84685,-75.2613,0,296,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:19:37,39.84685,-75.2613,0,251.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:19:35,39.84671,-75.262,0,241,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:21:42,39.83607,-90.5691,0,260.8,343,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:19:52,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T02:18:43,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:19:33,39.837,-75.3596,4.9,52.5,51,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T02:22:52,39.83608,-90.569,0.1,70.7,342,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:18:53,39.84639,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T02:22:13,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:42:10,39.83823,-75.356,6.2,229.7,229,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.38E+08,2022-12-07T02:22:28,39.84213,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T02:22:00,39.84927,-75.2845,5.3,270.7,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:22:51,39.83799,-75.3556,7.2,49.9,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:23:05,39.84676,-75.262,0,265.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:23:08,39.84687,-75.2613,0,309.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:22:50,39.8389,-75.356,3.4,58.2,54,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.39E+08,2022-12-07T02:23:09,39.84926,-75.2868,5.3,268.2,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.38E+08,2022-12-07T01:43:25,39.84212,-74.1494,0,360,90,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.39E+08,2022-12-07T02:19:39,39.84922,-75.28,5.2,269.9,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:20:45,39.8378,-75.3582,3.7,55.1,49,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:21:47,39.83839,-75.3571,3.5,53.5,55,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:20:03,39.83595,-75.3599,7.9,49.9,50,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.68E+08,2022-12-07T02:21:02,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:24:53,39.8464,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T02:21:54,39.84676,-75.262,0,263.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:24:03,39.83609,-90.569,0.1,78.5,341,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:21:13,39.8376,-75.3574,7.8,50,50,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:24:43,39.84235,-75.3497,7.6,61.4,70,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:21:41,39.83656,-75.3579,7.6,51.3,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.39E+08,2022-12-07T02:24:19,39.84927,-75.2891,5.3,270.9,271,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T02:24:32,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.39E+08,2022-12-07T02:25:20,39.84929,-75.291,5.3,270.9,271,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
6.36E+08,2022-12-07T02:23:03,39.83557,-73.5953,0.4,64,122,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.68E+08,2022-12-07T02:25:43,39.83631,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:25:24,39.84674,-75.262,0,286.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T01:46:45,39.84675,-75.262,0,268.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:25:37,39.84688,-75.2613,0,287.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:22:23,39.83928,-75.3549,7.8,47.6,49,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
6.36E+08,2022-12-07T01:53:02,39.83537,-73.5954,0.4,66,117,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:23:54,39.83995,-75.3543,7.3,54.9,56,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T02:28:03,39.83631,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:53:46,39.84688,-75.2613,0,213.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:27:57,39.84688,-75.2613,0,302.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:26:46,39.8469,-75.2613,0,275.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:24:15,39.84676,-75.262,0,275.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.39E+08,2022-12-07T02:27:39,39.84934,-75.2956,5.2,270.4,272,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.38E+08,2022-12-07T02:25:26,39.84213,-74.1494,0,360,96,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.38E+08,2022-12-07T02:28:27,39.84213,-74.1494,0.1,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T02:28:44,39.84672,-75.262,0,279.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:29:11,39.84595,-75.3414,8,67.5,68,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:28:04,39.84503,-75.3443,7.8,66,68,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:25:57,39.84279,-75.3496,7.9,51.2,55,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.39E+08,2022-12-07T02:26:30,39.84934,-75.2933,5.3,271,270,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T02:26:22,39.8361,-90.5689,0.1,74.3,340,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:27:32,39.83613,-90.5688,0.1,77.2,338,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:27:54,39.84641,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T02:29:23,39.84642,-75.3379,7.8,65.5,68,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:27:03,39.84434,-75.3439,7.7,66.9,72,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:27:35,39.84672,-75.262,0,279.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T02:28:43,39.83613,-90.5688,0.1,55.1,337,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:29:02,39.84476,-75.3414,7.1,64.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:31:05,39.84673,-75.262,0,284.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.39E+08,2022-12-07T02:29:50,39.84944,-75.2997,5.2,270.6,271,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:28:12,39.84534,-75.341,7.8,66.6,70,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.68E+08,2022-12-07T02:30:23,39.83631,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:24:27,39.84687,-75.2613,0,251,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.39E+08,2022-12-07T02:30:59,39.84945,-75.3019,5.1,271.7,272,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:30:11,39.84576,-75.3385,7.8,66.8,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:30:19,39.84689,-75.3383,8,67.9,69,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:26:41,39.84298,-75.3471,7.7,67.5,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:31:43,39.84837,-75.3319,7.5,68.7,68,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:30:17,39.84688,-75.2613,0,252.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:27:51,39.84394,-75.344,7,69.4,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.68E+08,2022-12-07T02:31:32,39.83631,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.38E+08,2022-12-07T01:58:25,39.84213,-74.1494,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T01:47:53,39.83599,-90.5684,0.5,312,332,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:31:03,39.83615,-90.5687,0,61.1,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:32:12,39.83613,-90.5687,0,301.1,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.67E+08,2022-12-07T02:31:20,39.84766,-75.3357,6.9,69.8,65,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T02:33:53,39.83631,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:33:24,39.8492,-75.3307,8.8,65.2,57,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T02:33:23,39.83614,-90.5687,0,311,336,MIKE WEISEND,,WDI4815,31,12,47,14,,57,A,1
3.68E+08,2022-12-07T02:29:12,39.83631,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T02:32:23,39.84845,-75.3333,7.3,68.2,69,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T02:32:32,39.84781,-75.3326,7.5,67.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:33:55,39.84639,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.39E+08,2022-12-07T02:33:20,39.84957,-75.3063,5.1,271,271,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.67E+08,2022-12-07T02:29:07,39.84687,-75.2613,0,286.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T02:34:44,39.84673,-75.262,0,284.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
6.36E+08,2022-12-07T02:35:04,39.83595,-73.5952,0.4,208,151,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T02:33:41,39.84869,-75.3296,7.7,70.3,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T02:34:52,39.84918,-75.3265,7.5,87.4,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.39E+08,2022-12-07T02:34:29,39.84961,-75.3085,5.2,273.8,273,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
3.68E+08,2022-12-07T02:35:03,39.83631,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T01:49:39,39.84704,-72.6603,0.5,321.9,511,MAIZEY JAMES,IMO8305688,WDH5170,30,,25,7,,,B,1
3.67E+08,2022-12-07T02:01:15,39.84666,-75.262,0,284,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:35:55,39.84674,-75.262,0,278.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T02:30:32,39.84736,-75.3349,7.7,66.7,68,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.67E+08,2022-12-07T02:35:04,39.84898,-75.3233,7.2,95.8,99,MEDITERRANEAN SEA,IMO8991047,WDG2229,31,0,33,11,,31,A,1
3.39E+08,2022-12-07T02:32:09,39.84951,-75.3041,5.2,272.1,272,GENESIS VICTORY,IMO8973942,WDG9351,31,0,30,10,5,57,A,1
